ID,Title,Author,Date,Votes,Tags
42690,Focus in Linux with new private window,samwichse,2019-12-12T12:53:28.491Z,0,,4,50
44341,Please allow drag and drop of desktop shortcuts from address bar,Darthagnon,2020-02-20T11:56:29.157Z,0,,1,20
45041,Shortcut for switching between copying URLs coded and decoded,webaschtl,2020-03-19T15:56:20.516Z,0,,2,21
45815,Emphasize loading state,kklepper,2020-04-17T19:44:19.801Z,0,,3,39
45893,Automatic remove trash GET data from address,matir143,2020-04-20T15:23:15.276Z,0,,2,27
46376,Keyword / "key character" to search bookmarks from address bar,burretploof,2020-04-28T11:48:30.192Z,0,,2,15
46548,Colored address bar icons,toroned,2020-05-02T01:41:51.279Z,0,,1,19
46852,Text height Vivaldi clock as well as text height address bar,stardepp,2020-05-10T11:58:23.491Z,0,RESOLVED,16,118
46891,Additional domain expansions - Shift+Enter = .net,BillH,2020-05-11T12:44:24.544Z,0,,3,25
47067,Mask for the address bar,stardepp,2020-05-16T14:16:38.122Z,0,,2,24
47094,Access to a limited set of urls,jrd10,2020-05-17T09:37:11.732Z,0,,3,27
