ID,Title,Author,Date,Votes,Tags
27564,Treat Tab Stacks as One Tab when Scrolling,n.i.c.k,2018-05-21T22:31:31.011Z,4,SHORTCUTS:TAB STACKS:SCROLLING
27334,Tabs Outliner style Tab Management,Omsir,2018-05-11T10:38:11.654Z,5,TABS
27439,Suggestion for Efficiently Updating Tab Thumbnails,Ouroboros4545,2018-05-16T02:57:50.911Z,4,TABS:THUMBNAILS:UPDATE
27455,Auto Switch to Vertical Tabs after x-amount of Tabs,DannyRomano,2018-05-16T23:38:13.918Z,3,TAB BAR:POSITION
25942,Set Size for Tab Previews in Tab Stacks,raystanz,2018-03-16T12:24:47.633Z,8,TAB STACKS:THUMBNAILS
27357,Vertical Tab Bar Width Per Window,0xBADDCAFE,2018-05-12T17:04:59.518Z,2,TAB BAR:WINDOWS:VERTICAL
27034,Tab Dragging and Scrolling like a Google Search,Mija-El,2018-04-28T17:14:32.013Z,0,TABS:SCROLLING
26706,Setting for Spacing Above Tabs in Non-maximized Windows,Pesala,2018-04-15T10:02:04.581Z,4,TABS:SETTINGS:WINDOWS
26542,Right-click to Open Link in New Foreground Tab,Alex77777,2018-04-08T09:16:49.072Z,1,NEW TAB
25451,Option to Autohide Tab Bar / UI,somebody,2018-02-26T12:46:33.100Z,19,GUI:TAB BAR:AUTO-HIDE
26266,"Copy tabs to..." Option for Windows Manager and Tab Bar,ozoratsubasa,2018-03-28T07:46:26.919Z,0,TABS:PANELS
25727,Open Notes in a Tab,Martin.Storch,2018-03-07T19:34:16.908Z,0,TABS:NOTES
26051,Option to Open New Tabs at Top for Vertical Tab Bar,pepito.sbezzeguti,2018-03-21T10:23:02.284Z,1,NEW TAB:TAB BAR:VERTICAL
26017,Option/Shortcuts to Cycle/Scroll/Switch Tabs only Inside Current Stack,q11q11,2018-03-20T08:41:39.451Z,4,SHORTCUTS:TAB STACKS:TAB CYCLING
26007,Always honor middle-click to open new tab/background tab,NemoAnonymous,2018-03-20T02:35:54.622Z,2,TABS:LINKS
25489,Separate Position Settings for New Tab and Open in New Tab,DannyRomano,2018-02-27T16:57:01.529Z,6,TABS:SETTINGS:POSITION
25862,Option to Automatically Stack Tabs by Host,Shadess,2018-03-13T20:13:35.262Z,5,TAB STACKS
24283,Reorder Tab Stacks by Dragging Thumbnails,Guilimote,2018-01-31T16:20:13.457Z,36,TAB STACKS:THUMBNAILS:DRAGANDDROP
25783,Tab Switching Modal Popup using Ctrl + Tab (or other way),huh,2018-03-10T15:34:18.536Z,1,TABS:SHORTCUTS:TAB CYCLING:MODAL DIALOG
25707,Option to Periodically Destroy the Link between Related Tabs,kakato10,2018-03-06T22:56:27.360Z,1,NEW TAB:HISTORY LIST
25684,Vertical Tabs - Show Grouped Tabs as in Window Panel,Chevi,2018-03-06T06:20:56.819Z,8,TABS:TAB STACKS:VERTICAL
25643,Option to Increase Height of Tab-stacking Indicator,Hadden89,2018-03-04T15:39:37.244Z,11,TAB STACKS:GUI:CUSTOMIZE
25478,Move Trashcan and New Tab Buttons to Top of the Thumbnails,jacotreus,2018-02-27T12:21:45.582Z,2,GUI:THUMBNAILS:TAB BAR:TRASHCAN
25386,Tab Thumbnails Improvement Suggestions,mrfjong,2018-02-23T11:59:03.429Z,2,TABS:THUMBNAILS
24906,Remove Tab Spacing in Native Windows,zolcos,2018-02-10T00:49:35.607Z,3,TABS
24130,Opening Sites from a Panel Omits Tab Stack,jkierzkowski,2018-01-31T09:22:40.842Z,0,PANELS:TAB STACKS:LINKS
24398,Allow Dragging things to Empty Part of Tab Bar,kurevska_registracia,2018-02-01T10:22:46.230Z,5,TAB BAR:DRAGANDDROP
24343,Create Tab Stacks from Pinned Tabs,AltCode,2018-01-31T21:45:01.712Z,12,TAB STACKS:PINNED TABS
24500,Movement of Tabs,fweeks,2018-02-02T02:28:19.823Z,7,TABS:WINDOW:DRAGANDDROP
24717,Manually Muted Tabs Should Never Automatically Unmute,TyrianMollusk,2018-02-05T13:00:53.888Z,6,TABS:MEDIA:MUTE:PLAYBACK
24768,Colored frame for tiled tabs,Seasonly,2018-02-06T14:42:02.653Z,4,TABS:GUI:TILING
24574,Option to Keep Tab Stacks with Only One Tab,ThinkingDes,2018-02-02T16:55:04.174Z,10,TAB STACKS
24716,Setting to Mute Tabs by Default,TyrianMollusk,2018-02-05T12:58:43.973Z,10,TABS:MUTE
24658,Allow Drag & Drop Between Tabs,kurevska_registracia,2018-02-03T23:38:56.557Z,11,TABS:DRAGANDDROP
24408,Tab List Button on Tab Bar,longvoid,2018-02-01T12:12:54.837Z,6,TABS:MENUS
24553,Ability to move tab from incognito window to normal one,ROTFL,2018-02-02T12:38:48.589Z,4,TABS:PRIVATE WINDOW
24483,Close tabs by middle-click on thumbnail,ROTFL,2018-02-01T23:17:59.394Z,8,TABS:CLOSE TABS
24320,Links opened in a new tab should inherit the zoom setting of the parent,ghpy,2018-01-31T19:55:00.913Z,4,BUG:ZOOM:TAB ZOOM
24402,Switchable Tab Groups similiar to Firefox Panorama,kurevska_registracia,2018-02-01T11:06:50.467Z,11,FIREFOX:TAB GROUPS
24380,Performance Enhancements for Creating New Tabs,neltherion,2018-02-01T08:12:06.752Z,9,NEW TAB:PERFORMANCE
24338,Chrome-like Tab Dragging,AltCode,2018-01-31T21:27:53.595Z,22,TABS:DRAGANDDROP:NEW WINDOW
24328,Remember Navigation History in Tabs from Closed Windows,david.cortes,2018-01-31T20:29:42.445Z,7,TABS:HISTORY:NAVIGATION
24321,Colored Tab Groups,industriflow,2018-01-31T20:00:25.465Z,7,GUI:TAB STACKS:COLOR:TAB GROUPS
24273,Opera-style Multi Window Interface and Tab Grouping,silverwuff,2018-01-31T14:28:35.061Z,6,WINDOWS:TAB GROUPS:MDI
24213,Allow switching between tabs when "Authentication Required" form appears.,RammsteinAM,2018-01-31T10:37:02.655Z,32,TABS:AUTHENTICATION
24195,More Space Above Tabs if not Maximized,Pesala,2018-01-31T09:55:17.289Z,3,TABS:GUI:WINDOW:TITLE BAR
24193,Option for Tab Cycler with LMB + Scrollwheel,Pesala,2018-01-31T09:53:17.892Z,1,SHORTCUTS:TAB CYCLING:MOUSE
24126,Default Tab Stack Tab,jkierzkowski,2018-01-31T09:20:23.404Z,1,TAB STACKS
