ID,Title,Author,Date,Votes,Tags,Posts,Views
31078,Support Extensions,LonM,2018-10-10T07:21:50.291Z,483,MOBILE:EXTENSION,254,12237
40148,Customizable search engines,jcprevel,2019-09-10T19:13:36.169Z,283,SEARCH ENGINES:SEARCH:IN PROGRESS,105,4353
40148,Customizable search engines,jcprevel,2019-09-10T19:13:36.169Z,283,SEARCH ENGINES:SEARCH:IN PROGRESS,105,4353
40377,Option to disable autoplay video,mariuszkujawa,2019-09-14T09:33:30.351Z,243,PIPELINE,63,6661
32053,Text Wrap option,dmitrik,2018-11-08T10:40:07.550Z,170,MOBILE:NICE TO HAVE,47,3227
36184,Play video in background,honorine.brice,2019-04-03T16:29:15.857Z,82,NICE TO HAVE,38,3584
40073,Option to clear cookies on exit and dedicated whitelist,luetage,2019-09-09T20:02:10.303Z,49,,25,1517
47579,"Remove AMP" Setting,gerardlouw,2020-06-03T06:25:13.756Z,41,,10,887
49255,Dark websites schedule,taronpro,2020-07-28T12:59:52.084Z,38,,10,248
41165,Option to close all tabs when app is closed,deinonychuscowboy,2019-10-04T14:51:37.097Z,37,PIPELINE,30,1667
32020,"Seamless browsing experience" aka. realtime tabs syncing with PC,jacekn,2018-11-07T14:14:14.917Z,37,SYNC:MOBILE:TABS:SESSIONS,13,959
40417,Built in RSS Feed,luetage,2019-09-15T10:13:46.444Z,36,,7,307
32057,Support for Android Autofill framework,Rafale,2018-11-08T11:20:58.475Z,30,MOBILE,6,633
27229,Vivaldi Mail app for mobile phones,CheVe11e_191,2018-05-06T18:23:02.293Z,29,APP:ANDROID:EMAIL:MOBILE,11,2947
31072,Utilize fingerprint scanner,ROTFL,2018-10-09T22:24:16.422Z,27,MOBILE,4,509
36044,Theme engine.,k9ketan,2019-03-31T08:14:54.302Z,27,MOBILE:THEMES:PIPELINE,3,444
43319,Make "simplified view" more subtle,madiso,2020-01-08T15:31:04.064Z,26,,7,202
32042,UserScript/User Javascript/Greasemonkey support,Viqsi,2018-11-08T03:24:19.713Z,26,MOBILE:JAVASCRIPT,5,829
40070,Improvements to existing Reader Mode,luetage,2019-09-09T19:19:19.627Z,25,PIPELINE,12,255
40192,Rearrange/Reorder/Edit the function buttons.,MattSolo45,2019-09-11T11:40:53.675Z,25,,7,232
37117,Sessions,ROTFL,2019-05-08T12:19:03.190Z,23,MOBILE:SESSIONS,9,728
40043,Specific mobile speed dial,luetage,2019-09-09T13:02:19.811Z,23,,10,330
40412,Option to open new tabs in foreground mode,Musikolo,2019-09-15T06:04:32.992Z,23,,4,264
46428,Markdown support for notes,infosrefanvlad,2020-04-29T12:57:53.804Z,22,,5,154
40879,Gestures,sdlzhd,2019-09-26T05:35:10.510Z,22,PIPELINE,19,878
