ID,Title,Author,Date,Votes,Tags,Posts,Views
24303,Option to Disable Autoload and Autoplay of HTML5 Videos,ghpy,2018-01-31T18:54:02.090Z,227,IN PROGRESS,122,12054
24303,Option to Disable Autoload and Autoplay of HTML5 Videos,ghpy,2018-01-31T18:54:02.090Z,227,IN PROGRESS,122,12054
30435,Sync More Features,tom.morton,2018-09-27T06:08:47.866Z,140,SYNC:SHORTCUTS:HISTORY:IN PROGRESS:SETTINGS,44,2833
24801,Export/Import for User Settings,redqueen,2018-02-07T08:01:11.396Z,113,SETTINGS:IMPORT:EXPORT,37,5510
24801,Export/Import for User Settings,redqueen,2018-02-07T08:01:11.396Z,113,SETTINGS:IMPORT:EXPORT,37,5510
25257,Add  Protocol Handler to Settings,carstorm,2018-02-20T06:47:21.166Z,92,SETTINGS,21,4810
32575,Option to Disable Mouse Gestures for Certain URLs,GeeZuZz,2018-11-27T15:44:52.444Z,68,MOUSE GESTURES:SETTINGS,22,1625
24926,Tab Bar Below Address Bar,nfsmaniac,2018-02-10T19:52:26.720Z,63,TAB BAR:ADDRESS BAR,36,4805
24313,Open Download Manager in a separate tab,david.cortes,2018-01-31T19:38:57.500Z,46,DOWNLOADS:TAB:NICE TO HAVE,23,2049
24314,Quick Preferences Menu as in Opera 12.18,Morg42,2018-01-31T19:40:34.764Z,41,MENUS:SETTINGS,6,1488
40624,Stop redirecting `chrome://` URLs to `vivaldi://`,Pathduck,2019-09-19T21:36:06.908Z,35,,13,708
26273,Option not to Open Explorer after Screen Capture,steveh64,2018-03-28T11:51:44.992Z,32,SCREEN CAPTURE:SCREENSHOT:SETTINGS,12,1338
67055,Select Source and Target Languages for Translator,Kevinar,2021-10-03T15:05:03.191Z,31,TRANSLATION,7,318
28799,Overwrite Existing Shortcut (with Confirmation),Pesala,2018-07-19T21:23:12.370Z,30,SETTINGS:SHORTCUTS:OVERWRITE,7,558
24138,Show Current Version for Updates,Pesala,2018-01-31T09:28:58.019Z,28,,5,803
25211,Consolidate Settings in a Single Place,fofo,2018-02-18T18:50:06.322Z,27,SETTINGS,4,821
27145,Option to Modify the Tab Width,seeley,2018-05-03T05:32:59.394Z,26,SETTINGS:TAB BAR,19,3550
29930,Show the Bookmarks Bar only on New Tabs,zook,2018-09-10T02:19:22.194Z,25,BOOKMARKS BAR:START PAGE:SETTINGS,23,1971
29930,Show the Bookmarks Bar only on New Tabs,zook,2018-09-10T02:19:22.194Z,25,BOOKMARKS BAR:START PAGE:SETTINGS,23,1971
67470,Translator: list of "favourite" languages in the top of the language list,Agych,2021-10-12T11:27:01.502Z,25,TRANSLATION,6,267
39189,Multiple "People" with single Vivaldi sync account,Llamanerds,2019-08-01T20:42:57.205Z,24,SYNC:PROFILES,18,1497
24143,Transparency for Speed Dial Thumbnails and Folders,Pesala,2018-01-31T09:32:34.979Z,23,,13,2057
53102,Option to remove site cookies and data immediately after you close the tab,Stardust,2020-11-18T00:05:04.817Z,22,,17,235
49689,Auto Clean Browser Cache on Exit,Acerus,2020-08-13T11:22:10.791Z,21,,41,2352
24202,Sort Commands for Mouse Gestures Alphabetically,Pesala,2018-01-31T10:01:14.586Z,21,SETTINGS:GUI,3,521
30358,Make it easier to find which values have been changed from defaults,ROTFL,2018-09-26T10:48:07.050Z,21,SETTINGS,2,302
31936,Button "Sync Now",D136064RC14,2018-11-04T00:29:57.978Z,20,SETTINGS:SYNC,6,868
58504,Setting for Number of Closed Tabs to Store,Pesala,2021-03-20T23:30:54.286Z,19,,12,518
27494,Option to Clear Download History on Exit,DRGreen7,2018-05-18T22:01:28.579Z,19,SETTINGS:PRIVACY,13,3348
36303,Download always save as  skip the save/save as/open confirmation dialog,topexpsy,2019-04-06T01:17:05.234Z,18,DOWNLOADS,12,925
33983,Option to Autohide the Tab Bar for a Single Tab,dannyswift,2019-01-21T11:12:08.410Z,18,TAB BAR:AUTO-HIDE:SETTINGS,1,345
60075,DNS over HTTPS in Vivaldi Settings,tverye,2021-04-25T21:49:55.589Z,17,,2,1288
39787,Move Chromium settings to Vivaldi's settings,dannyswift,2019-08-30T21:50:27.360Z,17,UI DESIGN:CHROMIUM,1,147
32124,Setting to Disable Closed Tabs History and Remove Trashcan,Kobi,2018-11-10T21:08:01.054Z,16,SETTINGS:TRASHCAN:CLOSED TABS:HISTORY,28,3210
37293,Local storage of sync data,Summerbreeze,2019-05-12T07:02:42.490Z,16,SYNC,9,495
27561,Allow Selecting Text in Settings,LonM,2018-05-21T22:11:09.261Z,16,SETTINGS:SELECTION,4,838
32047,Desktop / Mobile View,buss,2018-11-08T08:51:52.213Z,15,SETTINGS,5,1101
24183,Import / Export vivaldi://flags,LonM,2018-01-31T09:45:37.102Z,15,IMPORT:EXPORT:SETTINGS,3,695
33318,Adjust font size/family for notes independently of UI,bugmenot3,2018-12-21T21:29:23.749Z,14,GUI:FONT SIZE:NOTES,10,679
66452,Tab Stack Thumbnail Option for Vertical or Grid Layout,Pesala,2021-09-17T18:43:39.154Z,14,,10,219
36767,Customize anything from context menu,ryofurue,2019-04-23T10:01:16.754Z,14,SETTINGS:CONTEXT MENU,4,448
29344,Path to the Current Background Image,burbuja,2018-08-12T20:34:30.883Z,14,BACKGROUND:IMAGE:SETTINGS,2,696
29799,Checkerboard behind transparent image in url?,i00,2018-09-05T05:38:20.836Z,13,IMAGE:BACKGROUND:TRANSPARENT:SETTINGS,6,873
47242,New Category for Menu,Pesala,2020-05-21T17:06:12.212Z,13,,4,120
45006,Add Extra Cookie Deleting Functionality,sirfredrick,2020-03-18T01:05:35.607Z,13,,4,91
33771,Load Images Settings and Preferences,fofo,2019-01-11T19:17:44.967Z,13,SETTINGS:IMAGE,6,938
30070,Allow cookies storage per site within Vivaldi's interface,Peter,2018-09-15T08:49:52.611Z,13,COOKIES:SETTINGS,3,688
24543,Keyboard Settings Should Default to Collapsed,Pesala,2018-02-02T11:47:51.752Z,12,SETTINGS:SHORTCUTS:GUI,8,592
39517,Option for font rendering similar to Firefox and original Edge on Windows,relu84,2019-08-20T08:48:55.309Z,12,FONTS,4,403
28768,Autofill Option under Privacy (Vivaldi settings),Hadden89,2018-07-18T21:52:04.920Z,12,PRIVACY:SETTINGS:AUTOFILL,4,795
24206,Settings Dialogue Should Remember its Active Tab,Pesala,2018-01-31T10:05:10.562Z,12,SETTINGS,3,549
26150,Improve Help/Info/Detail on Settings,IlIlIlIIllI,2018-03-24T09:58:58.632Z,11,SETTINGS:HELP,19,2100
52040,Sync the Menu Customization,lukasadrian,2020-10-22T06:00:17.478Z,10,,3,89
29632,Open a New Private Window or Tab with Tor,yuzukun,2018-08-27T10:02:12.005Z,10,SETTINGS:PRIVACY:TOR,28,947
52118,Add icons (e.g. Vivaldi logo) to the vivaldi://(extensions  flags  downloads  etc) pages,Drakinite,2020-10-23T19:27:09.149Z,10,,10,228
36221,Allow to place status bar on top,Hadden89,2019-04-04T09:48:44.257Z,10,,12,810
32710,Send a Popup or Notification if Sync Fails,Hadden89,2018-12-04T13:10:22.281Z,10,SETTINGS:SYNC:NOTIFICATIONS,1,308
38682,Cache Location,Viridel,2019-07-06T20:23:29.140Z,9,SETTINGS:CACHE,10,707
43170,Backspace shortcut should be disabled by default,joeschmo,2019-12-31T17:37:15.744Z,9,,34,699
58911,Setting to Open link  image or video in another app,Stardust,2021-03-28T15:10:42.669Z,9,,3,195
61758,Allow Editing of Bookmark Folder Context Menu,Pesala,2021-06-01T13:20:35.677Z,9,,6,159
31575,Disable Cache and/or Set Cache Size,jhale,2018-10-24T13:54:30.488Z,9,SETTINGS:CACHE,2,1060
45597,The "Start Page Navigation" should have more settings and be independent of the Start Page,owasmosy,2020-04-10T06:03:58.663Z,9,,15,352
38616,Throw Away New Cookies When This Session Ends,brianlj,2019-07-03T11:48:09.932Z,9,COOKIES:PRIVACY:SETTINGS,5,344
71104,Ability to choose which language/s to translate into,g_bartsch,2022-01-21T01:43:36.031Z,8,,1,47
37857,Show favicon in Windows taskbar,DavidBevi,2019-06-03T10:43:09.624Z,8,WINDOWS:TASKBAR:FAVICONS,3,310
32190,Check for Updates in Settings  Updates,Pesala,2018-11-13T18:38:14.087Z,8,,7,1326
